at,site,val,type
2023-03-06 14:08:34,1,3,
2023-03-06 09:55:25,2,4,
2023-03-06 13:30:53,4,4,
2023-03-06 09:16:59,4,2,
2023-03-06 14:56:52,2,3,
2023-03-06 09:31:11,1,0,
2023-03-06 15:21:58,3,2,
2023-03-06 11:12:14,3,4,
2023-03-06 09:54:24,4,0,
2023-03-06 12:13:30,4,-1,0.0
2023-03-06 10:23:28,2,4,
2023-03-06 11:54:51,3,4,
2023-03-06 14:17:16,1,1,
2023-03-06 14:53:46,4,0,
2023-03-06 17:02:33,4,2,
2023-03-06 14:57:45,1,1,
2023-03-06 12:23:02,1,2,
2023-03-06 11:05:25,0,3,
2023-03-06 16:50:12,3,4,
2023-03-06 14:09:16,2,1,
2023-03-06 14:28:07,3,4,
2023-03-06 17:40:11,3,4,
2023-03-06 14:29:17,1,2,
2023-03-06 09:58:57,4,1,
2023-03-06 14:29:28,0,2,
2023-03-06 16:59:06,3,2,
2023-03-06 13:39:56,1,3,
2023-03-06 17:24:29,4,1,
2023-03-06 17:14:15,2,2,
2023-03-06 12:23:52,2,0,
2023-03-06 13:33:22,2,4,
2023-03-06 13:20:25,3,4,
2023-03-06 16:04:11,4,4,
2023-03-06 16:00:41,2,0,
2023-03-06 10:33:03,0,3,
2023-03-06 14:34:24,3,-1,0.0
2023-03-06 17:41:53,2,4,
2023-03-06 08:51:28,4,2,
2023-03-06 13:10:43,2,2,
2023-03-06 10:05:43,1,3,
2023-03-06 14:54:11,1,1,
2023-03-06 16:29:11,0,0,
2023-03-06 11:03:06,0,3,
2023-03-06 11:13:41,0,2,
2023-03-06 10:29:34,1,1,
2023-03-06 11:10:02,0,2,
2023-03-06 09:30:57,1,4,
2023-03-06 16:37:41,3,4,
2023-03-06 10:45:31,2,1,
2023-03-06 10:00:33,2,2,
2023-03-06 10:59:32,0,3,
2023-03-06 09:41:33,3,3,
2023-03-06 17:56:08,2,1,
2023-03-06 08:55:30,0,2,
2023-03-06 12:03:11,4,1,
2023-03-06 08:39:51,4,2,
2023-03-06 11:04:03,2,3,
2023-03-06 15:53:10,3,2,
2023-03-06 10:59:17,2,1,
2023-03-06 14:36:29,2,2,
2023-03-06 12:23:43,4,1,
2023-03-06 16:30:22,1,3,
2023-03-06 16:00:46,2,0,
2023-03-06 12:03:32,2,0,
2023-03-06 10:12:53,0,3,
2023-03-06 10:52:06,3,2,
2023-03-06 08:37:21,1,2,
2023-03-06 11:15:59,3,4,
2023-03-06 14:06:03,2,1,
2023-03-06 12:34:35,3,2,
2023-03-06 09:11:39,1,1,
2023-03-06 09:54:03,3,2,
2023-03-06 11:06:21,2,1,
2023-03-06 17:34:14,4,0,
2023-03-06 13:49:17,0,2,
2023-03-06 14:25:20,2,0,
2023-03-06 10:31:32,1,1,
2023-03-06 13:20:25,4,1,
2023-03-06 11:13:09,3,4,
2023-03-06 10:21:29,3,3,
2023-03-06 14:48:24,4,2,
2023-03-06 11:23:06,4,1,
2023-03-06 13:37:07,3,3,
2023-03-06 09:23:24,2,2,
2023-03-06 13:01:55,3,3,
2023-03-06 16:41:28,1,3,
2023-03-06 14:48:46,1,1,
2023-03-06 14:31:28,4,0,
2023-03-06 16:54:44,3,4,
2023-03-06 18:10:25,0,3,
2023-03-06 11:33:27,0,2,
2023-03-06 18:04:45,4,1,
2023-03-06 15:55:11,0,2,
2023-03-06 09:01:49,4,2,
2023-03-06 10:47:15,4,2,
2023-03-06 12:36:41,4,2,
2023-03-06 10:41:58,4,4,
2023-03-06 13:48:45,4,2,
2023-03-06 17:22:21,3,4,
2023-03-06 16:23:21,1,1,
2023-03-06 12:27:33,2,2,
2023-03-06 14:52:06,1,2,
2023-03-06 16:28:35,0,2,
2023-03-06 16:10:40,3,3,
2023-03-06 12:35:00,2,3,
2023-03-06 09:16:21,4,1,
2023-03-06 09:13:02,3,2,
2023-03-06 16:56:31,1,1,
2023-03-06 10:08:03,4,2,
2023-03-06 12:49:45,3,4,
2023-03-06 16:15:23,4,0,
2023-03-06 08:57:33,0,1,
2023-03-06 17:17:39,4,0,
2023-03-06 15:58:43,1,3,
2023-03-06 16:41:44,2,2,
2023-03-06 13:34:49,4,0,
2023-03-06 14:09:55,1,1,
2023-03-06 14:03:01,0,-1,0.0
2023-03-06 14:38:21,1,1,
2023-03-06 18:02:11,3,3,
2023-03-06 12:20:40,3,2,
2023-03-06 15:25:16,2,0,
2023-03-06 12:23:35,3,4,
2023-03-06 09:42:20,2,0,
2023-03-06 08:41:53,1,2,
2023-03-06 13:19:31,3,4,
2023-03-06 11:02:30,4,4,
2023-03-06 08:56:33,4,1,
2023-03-06 09:49:13,4,0,
2023-03-06 09:36:10,0,1,
2023-03-06 13:06:59,4,0,
2023-03-06 16:36:30,3,3,
2023-03-06 09:52:51,4,1,
2023-03-06 16:10:45,3,0,
2023-03-06 15:14:45,3,4,
2023-03-06 17:19:57,0,3,
2023-03-06 17:12:39,2,1,
2023-03-06 09:59:00,1,1,
2023-03-06 11:51:31,2,0,
2023-03-06 11:15:26,3,4,
2023-03-06 13:36:53,3,3,
2023-03-06 12:30:38,3,0,
2023-03-06 16:47:28,3,3,
2023-03-06 17:18:48,4,2,
2023-03-06 17:23:11,0,1,
2023-03-06 15:24:30,4,1,
2023-03-06 14:30:35,3,-1,0.0
2023-03-06 17:08:46,1,3,
2023-03-06 13:37:16,0,1,
2023-03-06 17:50:44,1,3,
2023-03-06 14:06:51,4,2,
2023-03-06 14:05:36,1,1,
2023-03-06 11:39:17,1,2,
2023-03-06 15:51:08,3,4,
2023-03-06 15:22:26,1,1,
2023-03-06 14:34:07,2,3,
2023-03-06 17:43:37,1,3,
2023-03-06 11:00:35,4,0,
2023-03-06 09:01:31,3,2,
2023-03-06 16:47:18,2,1,
2023-03-06 17:27:06,2,2,
2023-03-06 15:25:58,1,1,
2023-03-06 16:22:08,3,2,
2023-03-06 11:37:35,4,1,
2023-03-06 10:52:40,3,4,
2023-03-06 08:35:24,3,2,
2023-03-06 17:52:28,3,0,
2023-03-06 09:52:55,3,2,
2023-03-06 12:25:41,4,2,
2023-03-06 11:30:45,0,3,
2023-03-06 10:05:42,3,2,
2023-03-06 13:50:24,0,0,
2023-03-06 17:51:56,0,3,
2023-03-06 16:59:43,0,0,
2023-03-06 17:14:33,4,0,
2023-03-06 14:42:27,0,2,
2023-03-06 10:37:40,1,1,
2023-03-06 14:27:25,0,3,
2023-03-06 15:02:33,3,4,
2023-03-06 14:19:45,3,2,
2023-03-06 11:28:07,1,2,
2023-03-06 16:08:23,1,2,
2023-03-06 11:08:34,2,4,
2023-03-06 16:31:51,2,-1,0.0
2023-03-06 17:47:25,2,1,
2023-03-06 11:04:18,4,1,
2023-03-06 14:43:08,2,2,
2023-03-06 15:22:29,4,0,
2023-03-06 10:11:52,2,1,
2023-03-06 17:37:09,0,0,
2023-03-06 09:13:51,3,2,
2023-03-06 08:36:05,1,3,
2023-03-06 10:23:10,2,0,
2023-03-06 17:29:59,1,1,
2023-03-06 17:24:01,2,0,
2023-03-06 13:04:16,1,2,
2023-03-06 15:06:57,1,3,
2023-03-06 09:33:10,4,1,
2023-03-06 10:58:44,1,2,
2023-03-06 14:50:35,0,3,
2023-03-06 09:25:25,3,2,
2023-03-06 17:04:38,0,1,
2023-03-06 16:47:37,4,0,
2023-03-06 17:31:34,0,3,
2023-03-06 12:23:28,4,-1,0.0
2023-03-06 11:38:40,3,3,
2023-03-06 13:55:41,4,0,
2023-03-06 11:06:17,2,0,
2023-03-06 09:35:43,1,3,
2023-03-06 11:34:54,0,2,
2023-03-06 13:54:41,3,4,
2023-03-06 13:41:14,3,2,
2023-03-06 15:29:42,2,0,
2023-03-06 10:27:40,4,1,
2023-03-06 08:34:08,0,2,
2023-03-06 17:27:03,1,4,
2023-03-06 15:13:17,3,3,
2023-03-06 17:08:28,4,1,
2023-03-06 13:14:20,2,0,
2023-03-06 12:16:35,1,1,
2023-03-06 11:14:10,1,2,
2023-03-06 17:44:55,1,2,
2023-03-06 16:43:23,3,2,
2023-03-06 10:35:28,1,2,
2023-03-06 09:15:09,0,2,
2023-03-06 09:54:28,4,1,
2023-03-06 14:15:06,1,1,
2023-03-06 10:59:39,4,1,
2023-03-06 16:55:24,3,-1,0.0
2023-03-06 14:33:32,3,4,
2023-03-06 09:51:11,4,1,
2023-03-06 09:08:16,4,1,
2023-03-06 17:08:24,1,3,
2023-03-06 10:11:59,0,1,
2023-03-06 14:35:00,3,4,
2023-03-06 13:30:23,4,1,
2023-03-06 15:56:09,0,3,
2023-03-06 16:46:36,2,3,
2023-03-06 16:45:11,0,2,
2023-03-06 17:36:52,1,2,
2023-03-06 09:03:22,3,2,
2023-03-06 17:14:14,4,3,
2023-03-06 13:13:46,0,2,
2023-03-06 12:09:12,3,4,
2023-03-06 10:52:26,3,2,
2023-03-06 17:49:55,3,4,
2023-03-06 09:16:25,4,1,
2023-03-06 13:42:38,4,2,
2023-03-06 09:30:05,1,3,
2023-03-06 12:27:14,3,2,
2023-03-06 17:59:53,3,4,
2023-03-06 14:52:42,3,2,
2023-03-06 16:23:35,4,-1,0.0
2023-03-06 10:22:14,3,3,
2023-03-06 14:05:02,1,1,
2023-03-06 10:35:13,2,0,
2023-03-06 16:04:35,0,1,
2023-03-06 15:02:06,1,3,
2023-03-06 13:04:22,1,1,
2023-03-06 17:54:33,0,1,
2023-03-06 13:38:46,0,1,
2023-03-06 17:05:16,3,4,
2023-03-06 08:58:21,2,0,
2023-03-06 10:12:25,1,2,
2023-03-06 15:08:36,3,4,
2023-03-06 14:48:19,2,1,
2023-03-06 11:06:03,1,2,
2023-03-06 16:40:08,3,2,
2023-03-06 15:30:46,4,4,
2023-03-06 16:32:00,1,4,
2023-03-06 08:48:02,4,2,
2023-03-06 08:39:09,3,4,
2023-03-06 16:08:36,0,3,
2023-03-06 10:53:47,3,4,
2023-03-06 11:25:38,3,1,
2023-03-06 12:54:52,2,4,
2023-03-06 14:50:05,0,0,
2023-03-06 13:45:01,1,1,
2023-03-06 11:29:18,3,4,
2023-03-06 13:40:53,4,1,
2023-03-06 16:14:07,1,1,
2023-03-06 13:24:52,0,2,
2023-03-06 12:01:25,1,0,
2023-03-06 13:00:03,4,2,
2023-03-06 15:08:26,4,1,
2023-03-06 13:30:37,4,1,
2023-03-06 18:13:26,4,0,
2023-03-06 09:28:17,1,2,
2023-03-06 16:40:56,1,2,
2023-03-06 12:10:51,3,2,
2023-03-06 13:42:48,0,3,
2023-03-06 13:59:23,4,0,
2023-03-06 10:59:42,2,2,
2023-03-06 09:17:25,4,0,
2023-03-06 17:25:09,4,2,
2023-03-06 13:02:41,3,4,
2023-03-06 12:15:29,2,2,
2023-03-06 16:10:43,4,3,
2023-03-06 11:04:17,1,4,
2023-03-06 10:50:56,4,2,
2023-03-06 09:22:26,4,0,
2023-03-06 15:17:43,4,1,
2023-03-06 16:02:23,2,4,
2023-03-06 14:16:54,4,4,
2023-03-06 17:29:38,4,0,
2023-03-06 09:02:38,4,0,
2023-03-06 09:45:22,2,1,
2023-03-06 10:43:10,3,3,
2023-03-06 15:11:08,3,4,
2023-03-06 09:15:49,0,1,
2023-03-06 14:24:47,3,0,
2023-03-06 17:23:00,3,3,
2023-03-06 17:29:23,0,3,
2023-03-06 16:08:57,4,0,
2023-03-06 09:17:37,3,4,
2023-03-06 09:40:01,4,1,
2023-03-06 12:50:20,3,4,
2023-03-06 14:07:58,0,3,
2023-03-06 14:40:51,0,2,
2023-03-06 15:24:03,2,3,
2023-03-06 09:17:11,2,1,
2023-03-06 09:32:31,2,1,
2023-03-06 16:39:14,3,4,
2023-03-06 16:05:48,3,2,
2023-03-06 12:15:48,3,4,
2023-03-06 14:31:03,4,0,
2023-03-06 16:11:23,4,2,
2023-03-06 16:45:09,4,-1,0.0
2023-03-06 17:44:53,1,1,
2023-03-06 08:48:09,1,3,
2023-03-06 08:52:28,0,-1,0.0
2023-03-06 17:26:47,0,1,
2023-03-06 17:36:54,3,4,
2023-03-06 15:12:59,3,4,
2023-03-06 13:53:40,0,3,
2023-03-06 13:47:19,1,1,
2023-03-06 11:30:29,4,1,
2023-03-06 14:44:02,2,3,
2023-03-06 16:01:51,3,2,
2023-03-06 16:06:18,4,0,
2023-03-06 13:06:54,1,1,
2023-03-06 17:05:02,0,0,
2023-03-06 14:38:51,0,2,
2023-03-06 10:47:53,3,4,
2023-03-06 08:47:56,1,2,
2023-03-06 17:19:05,1,3,
2023-03-06 15:10:01,2,0,
2023-03-06 18:13:04,4,1,
2023-03-06 18:00:43,3,2,
2023-03-06 15:11:55,2,3,
2023-03-06 09:33:23,2,0,
2023-03-06 08:40:07,3,4,
2023-03-06 10:57:13,0,2,
2023-03-06 16:23:08,4,0,
2023-03-06 11:06:38,3,4,
2023-03-06 16:02:39,1,3,
2023-03-06 13:08:24,2,2,
2023-03-06 08:42:37,1,3,
2023-03-06 13:05:56,4,1,
2023-03-06 14:21:06,0,3,
2023-03-06 09:20:16,2,1,
2023-03-06 13:39:11,0,2,
2023-03-06 17:49:12,4,2,
2023-03-06 15:46:38,4,0,
2023-03-06 16:16:08,4,0,
2023-03-06 16:28:54,3,3,
2023-03-06 16:22:51,3,4,
2023-03-06 14:10:24,4,1,
2023-03-06 14:43:14,4,2,
2023-03-06 17:44:57,1,2,
2023-03-06 18:08:32,3,3,
2023-03-06 16:19:06,4,0,
2023-03-06 15:34:30,3,2,
2023-03-06 10:13:43,4,2,
2023-03-06 14:25:17,3,-1,0.0
2023-03-06 14:22:54,2,3,
2023-03-06 10:31:01,1,2,
2023-03-06 13:06:44,1,3,
2023-03-06 08:41:45,4,4,
2023-03-06 10:23:22,4,1,
2023-03-06 11:31:12,3,4,
2023-03-06 16:15:01,1,1,
2023-03-06 14:03:07,3,4,
2023-03-06 15:22:50,0,1,
2023-03-06 14:53:32,2,1,
2023-03-06 12:12:35,4,1,
2023-03-06 08:32:53,4,2,
2023-03-06 11:30:57,4,1,
2023-03-06 10:17:32,2,0,
2023-03-06 12:38:28,4,0,
2023-03-06 10:04:03,2,0,
2023-03-06 15:37:10,4,1,
2023-03-06 16:25:43,4,1,
2023-03-06 13:04:01,0,1,
2023-03-06 14:22:30,1,4,
2023-03-06 16:10:17,4,1,
2023-03-06 18:01:26,2,1,
2023-03-06 17:58:24,0,4,
2023-03-06 11:13:07,0,3,
2023-03-06 10:38:10,2,-1,0.0
2023-03-06 17:48:52,1,1,
2023-03-06 14:33:13,3,3,
2023-03-06 14:22:36,3,4,
2023-03-06 15:06:11,1,1,
2023-03-06 17:42:48,4,1,
2023-03-06 18:05:20,3,-1,0.0
2023-03-06 14:59:25,4,0,
2023-03-06 08:38:15,2,1,
2023-03-06 08:44:09,0,3,
2023-03-06 13:55:04,0,2,
2023-03-06 11:23:35,1,2,
2023-03-06 12:24:50,4,0,
2023-03-06 09:48:32,4,2,
2023-03-06 10:24:17,3,4,
2023-03-06 09:49:52,2,4,
2023-03-06 10:32:59,1,1,
2023-03-06 14:15:41,3,1,
2023-03-06 13:12:08,0,3,
2023-03-06 11:47:47,2,2,
2023-03-06 09:32:30,0,-1,0.0
2023-03-06 16:55:52,4,-1,0.0
2023-03-06 11:34:42,0,3,
2023-03-06 08:58:49,0,0,
2023-03-06 18:12:44,3,4,
2023-03-06 11:56:08,4,0,
2023-03-06 13:13:14,1,2,
2023-03-06 15:54:53,4,1,
2023-03-06 09:44:42,0,2,
2023-03-06 16:25:31,1,3,
2023-03-06 14:42:16,0,0,
2023-03-06 12:35:57,3,4,
2023-03-06 10:49:34,3,-1,0.0
2023-03-06 13:25:36,4,1,
2023-03-06 09:11:59,2,0,
2023-03-06 13:55:25,1,3,
2023-03-06 13:46:22,2,2,
2023-03-06 11:46:38,2,2,
2023-03-06 18:09:27,3,2,
2023-03-06 12:44:49,2,2,
2023-03-06 09:37:04,0,1,
2023-03-06 12:14:10,3,3,
2023-03-06 15:11:10,3,3,
2023-03-06 13:54:44,4,0,
2023-03-06 11:37:25,0,3,
2023-03-06 13:39:54,2,0,
2023-03-06 13:55:39,4,4,
2023-03-06 09:28:32,1,1,
2023-03-06 15:46:30,4,2,
2023-03-06 13:56:07,1,1,
2023-03-06 09:12:01,4,0,
2023-03-06 15:09:09,1,1,
2023-03-06 09:14:53,4,2,
2023-03-06 15:26:51,4,0,
2023-03-06 09:21:50,2,1,
2023-03-06 11:18:45,4,1,
2023-03-06 15:07:19,1,2,
2023-03-06 13:35:38,2,0,
2023-03-06 17:13:50,3,2,
2023-03-06 15:00:32,0,1,
2023-03-06 13:48:30,0,2,
2023-03-06 17:26:05,0,2,
2023-03-06 13:00:08,3,4,
2023-03-06 17:24:03,3,4,
2023-03-06 18:01:12,0,2,
