at,site,val,type
2023-03-06 14:53:25,4,2,
2023-03-06 14:53:32,2,1,
2023-03-06 10:37:30,2,0,
2023-03-06 16:06:32,4,2,
2023-03-06 11:00:45,2,1,
2023-03-06 14:16:56,3,4,
2023-03-06 16:32:19,2,2,
2023-03-06 09:06:16,1,2,
2023-03-06 11:16:36,4,0,
2023-03-06 09:00:36,1,2,
2023-03-06 17:56:56,1,2,
2023-03-06 10:51:55,1,1,
2023-03-06 14:39:37,1,1,
2023-03-06 14:51:24,4,0,
2023-03-06 17:22:43,2,2,
2023-03-06 14:01:55,2,0,
2023-03-06 12:42:55,4,0,
2023-03-06 11:08:40,3,4,
2023-03-06 16:17:14,3,2,
2023-03-06 18:01:26,3,3,
2023-03-06 13:01:55,3,4,
2023-03-06 17:55:51,3,2,
2023-03-06 14:51:48,0,1,
2023-03-06 11:44:58,0,1,
2023-03-06 18:02:53,1,2,
2023-03-06 13:09:57,4,2,
2023-03-06 09:56:17,3,2,
2023-03-06 09:30:31,0,2,
2023-03-06 15:07:57,4,2,
2023-03-06 18:10:26,2,2,
2023-03-06 16:32:22,4,1,
2023-03-06 09:46:25,4,1,
2023-03-06 12:33:31,1,3,
2023-03-06 15:04:02,1,1,
2023-03-06 14:08:52,3,2,
2023-03-06 13:43:25,3,0,
2023-03-06 14:43:39,2,2,
2023-03-06 16:55:00,4,0,
2023-03-06 11:17:15,2,0,
2023-03-06 11:41:19,3,2,
2023-03-06 14:26:47,2,1,
2023-03-06 11:57:58,0,2,
2023-03-06 09:04:29,1,1,
2023-03-06 10:58:25,4,2,
2023-03-06 16:31:27,4,0,
2023-03-06 16:58:59,3,2,
2023-03-06 08:38:32,4,4,
2023-03-06 13:56:13,4,2,
2023-03-06 10:05:10,1,3,
2023-03-06 17:40:50,4,1,
2023-03-06 09:21:49,1,3,
2023-03-06 18:00:35,3,2,
2023-03-06 14:04:02,2,0,
2023-03-06 16:37:48,1,4,
2023-03-06 11:55:09,2,1,
2023-03-06 17:40:34,3,3,
2023-03-06 17:33:22,2,0,
2023-03-06 12:02:11,0,2,
2023-03-06 15:05:28,1,1,
2023-03-06 13:19:35,4,1,
2023-03-06 15:50:32,0,1,
2023-03-06 16:59:11,1,2,
2023-03-06 12:58:03,1,3,
2023-03-06 10:52:00,3,2,
2023-03-06 17:38:57,0,3,
2023-03-06 13:52:16,2,0,
2023-03-06 14:16:58,1,-1,0.0
2023-03-06 17:12:58,1,3,
2023-03-06 09:55:47,3,4,
2023-03-06 17:50:53,2,1,
2023-03-06 09:32:08,2,2,
2023-03-06 13:39:24,4,1,
2023-03-06 08:48:50,4,2,
2023-03-06 10:55:12,4,-1,0.0
2023-03-06 16:37:54,2,1,
2023-03-06 13:04:42,1,2,
2023-03-06 09:07:42,3,0,
2023-03-06 09:28:02,1,4,
2023-03-06 13:50:15,1,2,
2023-03-06 12:31:11,2,0,
2023-03-06 13:00:07,3,3,
2023-03-06 16:05:16,4,0,
2023-03-06 13:47:54,0,3,
2023-03-06 09:32:47,0,2,
2023-03-06 17:47:41,2,2,
2023-03-06 13:44:53,3,2,
2023-03-06 15:36:42,3,4,
2023-03-06 15:58:15,2,3,
2023-03-06 13:31:34,4,0,
2023-03-06 09:04:36,1,1,
2023-03-06 09:26:07,3,3,
2023-03-06 08:43:53,1,2,
2023-03-06 13:40:13,4,3,
2023-03-06 12:06:21,2,4,
2023-03-06 13:10:46,3,0,
2023-03-06 16:25:40,4,2,
2023-03-06 14:25:47,4,0,
2023-03-06 08:54:12,4,2,
2023-03-06 17:11:22,1,-1,0.0
2023-03-06 12:13:48,0,3,
2023-03-06 10:19:27,4,2,
2023-03-06 14:14:23,1,1,
2023-03-06 13:00:26,3,2,
2023-03-06 17:29:06,3,0,
2023-03-06 14:59:16,4,0,
2023-03-06 13:00:57,3,3,
2023-03-06 15:22:39,2,1,
2023-03-06 08:45:56,2,1,
2023-03-06 12:04:27,0,2,
2023-03-06 09:19:11,3,4,
2023-03-06 10:06:37,0,1,
2023-03-06 11:27:26,1,1,
2023-03-06 12:48:21,4,-1,0.0
2023-03-06 14:21:21,3,2,
2023-03-06 11:34:01,4,1,
2023-03-06 09:27:56,0,3,
2023-03-06 10:24:02,4,3,
2023-03-06 10:27:30,0,3,
2023-03-06 15:36:53,4,1,
2023-03-06 13:36:32,1,-1,0.0
2023-03-06 10:58:17,1,2,
2023-03-06 14:24:57,4,1,
2023-03-06 11:57:54,1,2,
2023-03-06 16:50:17,4,0,
2023-03-06 15:32:16,3,4,
2023-03-06 10:41:10,2,4,
2023-03-06 12:09:53,3,2,
2023-03-06 11:24:02,0,3,
2023-03-06 11:44:37,0,1,
2023-03-06 09:56:57,1,1,
2023-03-06 18:12:00,0,1,
2023-03-06 12:40:49,4,4,
2023-03-06 13:23:59,2,1,
2023-03-06 15:49:02,4,0,
2023-03-06 17:45:34,1,1,
2023-03-06 15:40:23,2,4,
2023-03-06 10:48:28,2,1,
2023-03-06 16:00:11,1,1,
2023-03-06 17:39:52,1,1,
2023-03-06 10:30:02,2,0,
2023-03-06 10:09:04,3,2,
2023-03-06 13:38:00,2,1,
2023-03-06 18:04:04,0,0,
2023-03-06 13:56:25,2,0,
2023-03-06 17:21:34,3,3,
2023-03-06 16:33:37,0,2,
2023-03-06 09:12:21,1,2,
2023-03-06 12:34:09,4,1,
2023-03-06 16:31:20,3,2,
2023-03-06 17:48:52,3,4,
2023-03-06 14:47:47,2,1,
2023-03-06 17:09:08,1,2,
2023-03-06 16:44:09,3,3,
2023-03-06 14:14:30,2,0,
2023-03-06 16:24:02,2,1,
2023-03-06 14:47:31,0,0,
2023-03-06 09:15:10,2,2,
2023-03-06 15:46:18,2,4,
2023-03-06 11:04:52,4,1,
2023-03-06 13:01:06,1,1,
2023-03-06 10:31:35,3,4,
2023-03-06 11:49:16,3,2,
2023-03-06 09:15:31,4,0,
2023-03-06 08:41:31,0,3,
2023-03-06 14:12:58,2,0,
2023-03-06 16:20:02,2,2,
2023-03-06 17:10:07,3,1,
2023-03-06 14:57:20,3,4,
2023-03-06 16:15:48,0,1,
2023-03-06 14:36:38,0,1,
2023-03-06 15:12:49,4,2,
2023-03-06 10:41:04,2,2,
2023-03-06 10:41:41,3,4,
2023-03-06 17:13:19,0,4,
2023-03-06 10:22:26,0,1,
2023-03-06 15:54:02,3,4,
2023-03-06 17:29:38,2,1,
2023-03-06 17:55:56,2,1,
2023-03-06 12:31:34,4,0,
2023-03-06 15:18:12,4,2,
2023-03-06 14:36:51,3,2,
2023-03-06 16:11:14,3,2,
2023-03-06 12:58:46,2,1,
2023-03-06 08:54:20,3,2,
2023-03-06 09:46:37,0,4,
2023-03-06 12:27:23,3,4,
2023-03-06 17:01:53,3,4,
2023-03-06 15:33:47,1,2,
2023-03-06 08:31:07,1,-1,0.0
2023-03-06 09:14:38,2,0,
2023-03-06 09:11:02,4,1,
2023-03-06 17:30:26,3,3,
2023-03-06 15:11:29,1,4,
2023-03-06 12:05:04,0,1,
2023-03-06 11:50:40,3,1,
2023-03-06 15:42:37,2,4,
2023-03-06 10:53:49,0,2,
2023-03-06 08:44:57,4,2,
2023-03-06 16:28:11,4,0,
2023-03-06 08:50:34,4,1,
2023-03-06 14:19:50,2,3,
2023-03-06 13:00:54,3,3,
2023-03-06 15:44:59,2,3,
2023-03-06 15:18:15,3,1,
2023-03-06 10:45:01,2,0,
2023-03-06 10:36:19,4,0,
2023-03-06 08:44:12,2,1,
2023-03-06 15:34:43,1,1,
2023-03-06 09:58:32,1,1,
2023-03-06 10:09:44,1,1,
2023-03-06 10:14:37,1,2,
2023-03-06 13:47:21,4,4,
2023-03-06 11:41:15,3,3,
2023-03-06 18:01:23,0,0,
2023-03-06 09:19:32,1,3,
2023-03-06 15:00:20,0,2,
2023-03-06 17:12:03,2,1,
2023-03-06 11:08:25,3,4,
2023-03-06 16:52:05,1,1,
2023-03-06 17:18:30,3,4,
2023-03-06 16:47:04,1,2,
2023-03-06 16:58:27,4,1,
2023-03-06 16:55:36,1,1,
2023-03-06 18:01:39,3,2,
2023-03-06 09:56:17,2,1,
2023-03-06 17:30:00,1,3,
2023-03-06 15:22:28,4,0,
2023-03-06 16:51:13,4,4,
2023-03-06 13:04:07,0,2,
2023-03-06 10:43:22,2,1,
2023-03-06 17:28:15,2,0,
2023-03-06 12:36:31,0,1,
2023-03-06 14:21:45,4,0,
2023-03-06 13:43:39,3,2,
2023-03-06 13:19:19,1,2,
2023-03-06 10:49:33,4,0,
2023-03-06 14:20:11,4,0,
2023-03-06 14:01:48,4,2,
2023-03-06 13:36:14,4,1,
2023-03-06 10:01:30,3,4,
2023-03-06 15:01:57,3,4,
2023-03-06 17:59:59,0,2,
2023-03-06 13:31:41,4,3,
2023-03-06 14:53:34,3,3,
2023-03-06 12:59:41,3,2,
2023-03-06 11:08:14,4,1,
2023-03-06 10:34:30,0,3,
2023-03-06 10:14:07,4,2,
2023-03-06 15:14:05,2,1,
2023-03-06 09:45:09,1,3,
2023-03-06 11:10:08,4,0,
2023-03-06 08:52:04,2,4,
2023-03-06 16:28:40,2,2,
2023-03-06 10:48:50,3,4,
2023-03-06 09:17:10,2,1,
2023-03-06 15:26:53,3,3,
2023-03-06 14:01:55,0,0,
2023-03-06 12:25:46,2,1,
2023-03-06 11:39:41,4,0,
2023-03-06 09:54:28,3,3,
2023-03-06 15:51:01,4,0,
2023-03-06 12:38:06,1,1,
2023-03-06 11:28:23,3,4,
2023-03-06 14:20:25,3,0,
2023-03-06 10:52:29,3,-1,0.0
2023-03-06 08:57:27,2,0,
2023-03-06 10:39:56,1,2,
2023-03-06 10:01:23,0,2,
2023-03-06 13:22:04,3,-1,0.0
2023-03-06 08:50:03,2,1,
2023-03-06 09:27:08,2,1,
2023-03-06 14:21:51,2,0,
2023-03-06 16:23:21,4,2,
2023-03-06 11:37:54,0,2,
2023-03-06 12:41:04,1,2,
2023-03-06 14:08:24,1,3,
2023-03-06 16:39:39,3,3,
2023-03-06 09:03:24,2,1,
2023-03-06 09:03:46,4,2,
2023-03-06 15:43:47,2,0,
2023-03-06 13:56:18,3,0,
2023-03-06 11:28:27,0,4,
2023-03-06 13:03:44,0,2,
2023-03-06 18:04:45,3,3,
2023-03-06 10:19:00,1,1,
2023-03-06 13:48:50,2,1,
2023-03-06 11:10:24,1,2,
2023-03-06 12:28:22,1,1,
2023-03-06 15:50:02,4,0,
2023-03-06 11:23:28,4,2,
2023-03-06 14:46:37,1,3,
2023-03-06 10:10:09,0,1,
2023-03-06 15:51:35,0,4,
2023-03-06 12:45:07,4,2,
2023-03-06 09:47:15,3,3,
2023-03-06 12:01:51,3,3,
2023-03-06 09:07:14,1,1,
2023-03-06 09:29:27,3,3,
2023-03-06 13:37:35,3,4,
2023-03-06 09:12:15,3,4,
2023-03-06 12:20:17,4,1,
2023-03-06 15:52:58,1,1,
2023-03-06 12:55:30,4,3,
2023-03-06 17:06:05,4,-1,0.0
2023-03-06 12:58:06,0,-1,0.0
2023-03-06 14:17:06,1,3,
2023-03-06 13:24:20,2,0,
